stageid,traversedpath,accountid,name,accountnumber,accountratingcode,address1_composite,address1_addresstypecode,address1_city,address1_country,address1_county,address1_fax,address1_freighttermscode,address1_latitude,address1_longitude,address1_name,address1_postofficebox,address1_primarycontactname,address1_stateorprovince,address1_line1,address1_line2,address1_line3,address1_telephone2,address1_telephone3,address1_postalcode,address2_composite,address2_addresstypecode,address2_city,address2_country,address2_county,address2_fax,address2_latitude,address2_longitude,address2_name,address2_postofficebox,address2_primarycontactname,address2_stateorprovince,address2_line1,address2_line2,address2_line3,address2_telephone1,address2_telephone2,address2_telephone3,address2_postalcode,address1_telephone1,aging30,aging30_base,aging60,aging60_base,aging90,aging90_base,revenue,revenue_base,businesstypecode,accountcategorycode,accountclassificationcode,creditonhold,creditlimit,creditlimit_base,customersizecode,entityimage,description,donotbulkemail,donotbulkpostalmail,donotemail,donotfax,donotpostalmail,donotphone,emailaddress1,emailaddress2,emailaddress3,entityimageid,exchangerate,msdyn_externalaccountid,fax,followemail,ftpsiteurl,importsequencenumber,industrycode,lastusedincampaign,lastonholdtime,telephone1,marketcap,marketcap_base,marketingonly,merged,numberofemployees,onholdtime,opendeals,opendeals_date,opendeals_state,openrevenue,openrevenue_base,openrevenue_date,openrevenue_state,telephone2,ownershipcode,participatesinworkflow,paymenttermscode,preferredappointmentdaycode,preferredcontactmethodcode,preferredappointmenttimecode,primarysatoriid,primarytwitterid,processid,customertypecode,donotsendmm,sharesoutstanding,shippingmethodcode,sic,statuscode,statecode,stockexchange,msdyn_taxexempt,msdyn_taxexemptnumber,teamsfollowed,telephone3,territorycode,tickersymbol,timespentbymeonemailandmeetings,timezoneruleversionnumber,msdyn_travelcharge,msdyn_travelcharge_base,msdyn_travelchargetype,utcconversiontimezonecode,versionnumber,websiteurl,msdyn_workorderinstructions,yominame,msdyn_billingaccount,createdbyexternalparty,transactioncurrencyid,slainvokedid,masterid,modifiedbyexternalparty,originatingleadid,owningbusinessunit,parentaccountid,preferredequipmentid,msdyn_preferredresource,preferredserviceid,preferredsystemuserid,primarycontactid,defaultpricelevelid,msdyn_salestaxcode,msdyn_serviceterritory,slaid,territoryid,msdyn_workhourtemplate
,,e16b3f4b-1be7-e611-8101-e0071b6af231,Contoso Electronics,,Default Value,"15600 NE 8th
Bellevue, WA 98008
USA",,Bellevue,USA,,,,47.61714,-122.1322,,,,WA,15600 NE 8th,,,,,98008,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Calvin Conte,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-4773,,,false,false,,,1,2/3/2020 10:15:36 PM,1,150000,150000,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221471,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,a7a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,df6b3f4b-1be7-e611-8101-e0071b6af231,Contoso Fabrication,,Default Value,"15332 Aurora Ave N
Seattle, WA 98133
USA",,Seattle,USA,,,,47.74066,-122.34527,,,,WA,15332 Aurora Ave N,,,,,98133,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Trina Duncan,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-8683,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221470,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,a5a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,dd6b3f4b-1be7-e611-8101-e0071b6af231,Contoso Engineering,,Default Value,"15000 NE 24th Street
Redmond, WA 98052
USA",,Redmond,USA,,,,47.63155,-122.1401,,,,WA,15000 NE 24th Street,,,,,98052,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Sue Vance,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-5816,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221469,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,a3a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,db6b3f4b-1be7-e611-8101-e0071b6af231,"Contoso, Ltd",,Default Value,"1423 NW Market St
Seattle, WA 98107
USA",,Seattle,USA,,,,47.61057,-122.20157,,,,WA,1423 NW Market St,,,,,98107,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Dudley Garay,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-6480,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221468,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,a1a07064-1ae7-e611-80f4-e0071b661f01,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,d96b3f4b-1be7-e611-8101-e0071b6af231,Fabrikam Robotics,,Default Value,"14215 SE Petrovitsky Road
Renton, WA 98058
USA",,Renton,USA,,,,47.44493,-122.15128,,,,WA,14215 SE Petrovitsky Road,,,,,98058,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-7700,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221467,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,d76b3f4b-1be7-e611-8101-e0071b6af231,City Power & Light Integration,,Default Value,"14130 Juanita Dr NE
Bothell, WA 98011
USA",,Bothell,USA,,,,47.72868,-122.24427,,,,WA,14130 Juanita Dr NE,,,,,98011,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-4885,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221466,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,d56b3f4b-1be7-e611-8101-e0071b6af231,City Power & Light Assembly,,Default Value,"1410 E John St
Seattle, WA 98112
USA",,Seattle,USA,,,,47.61994,-122.31374,,,,WA,1410 E John St,,,,,98112,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-7824,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221465,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,d36b3f4b-1be7-e611-8101-e0071b6af231,City Power & Light Instrumentation,,Default Value,"1401 Broadway
Seattle, WA 98122
USA",,Seattle,USA,,,,47.61289,-122.32072,,,,WA,1401 Broadway,,,,,98122,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-1080,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221464,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,d16b3f4b-1be7-e611-8101-e0071b6af231,City Power & Light Electronics,,Default Value,"11100 Roosevelt Way NE
Seattle, WA 98125
USA",,Seattle,USA,,,,47.70939,-122.31784,,,,WA,11100 Roosevelt Way NE,,,,,98125,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,425-555-8535,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5221463,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,aea19cdd-88df-e311-b8e5-6c3be5a8b200,City Power & Light,ACSHN2S4,Default Value,"9068 Muir Road
Los Angeles, CA 23532
US",,Los Angeles,US,,,,,,,,,CA,9068 Muir Road,,,,,23532,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,1100000000,1100000000,Default Value,,Default Value,false,,,Default Value,,"City Power & Light has evolved into a full-service energy provider and resource. The company was founded in 1982 and has become one of the most affordable energy suppliers thanks to their leadership in fuel procurement, plant technology and efficient power production and distribution. The company operates 53 generating facilities providing power to their customers and selling to the wholesale market. With efficient generation assets in operation or under construction, approximately 91 percent of their fuel is from lower cost, clean burning coal.",false,false,false,false,false,false,walter@cpandl.com,,,,1,,1-785-555-1334,true,,105,Utility Creation and Distribution,,,+1-785-555-1333,,,false,false,12000,,4,2/3/2020 10:15:36 PM,1,3486465,3486465,2/3/2020 10:15:36 PM,1,,Public,false,"2% 10, Net 30",,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,CPLZ,,0,,,None,,5221046,http://www.cpandl.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,c0a19cdd-88df-e311-b8e5-6c3be5a8b200,Margie's Travel,BAK8JYGH,Default Value,"4915 Pear Dr.
Newport Beach, CA
US",,Newport Beach,US,,,,,,,,,CA,4915 Pear Dr.,,,,,,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,32000000,32000000,Default Value,,Default Value,false,,,Default Value,,"Margie's Travel first opened its doors in 1921, in Newport Beach California. Today, our company is one of the leading sellers of all-inclusive vacations packages, with hotel, flights, transfers and more purchased with a single booking. Focused on innovation and consistent white-glove customer services, Margie's Travel is one of the fastest growing travel agencies in the world.",false,false,false,false,false,false,sueburk@margiestravel.com,,,,1,,+1-209-555-0755,true,,105,Financial,,,+1-209-555-0755,,,false,false,575,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,0,,,None,,5220906,http://www.margiestravel.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,c2a19cdd-88df-e311-b8e5-6c3be5a8b200,Northwind Traders,BTBS3G34,Default Value,"1 Northwind Trader Way
Columbus, OH 47736
USA",,Columbus,USA,,,,,,,,,OH,1 Northwind Trader Way,,,,,47736,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,77000000,77000000,Default Value,,Default Value,false,,,Default Value,,"Northwind Traders is headquartered in US and is the nation's leader in providing wholesalers with gift and novelty products. They began in 1925 and have continued to grow, expanding from mail catalogs to Internet e-commerce in the last two decades.  Northwind has recently grown operations into the Eurasia territory where they are expecting a 2nd birth as a global purveyor of gift products.

Northwind Traders prides itself on offering a wide range of products from vendors around the world, carrying more than 40,000 unique gifts, novelties, electronics and home appliances. Whether you are a business, individual, school or church, they have items for you.",false,false,false,false,false,false,alexw@northwindtraders.com,,,,1,,+1-614-333-4444,true,,105,Non-Durable Merchandise Retail,,,+1-614-333-4444,,,false,false,1875,,2,2/3/2020 10:15:36 PM,1,2000000,2000000,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,NWZTU,,0,,,None,,5220888,http://www.northwindtraders.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,d2a19cdd-88df-e311-b8e5-6c3be5a8b200,Wingtip Toys,BABCO88H,Default Value,"Da Vincilaan 1001
B-0001 Zaventem
Belgium",,Zaventem,Belgium,,,,,,,,,,Da Vincilaan 1001,,,,,B-0001,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,450000000,450000000,Default Value,,Default Value,false,,,Default Value,,"Wingtip Toys is a leader in producing model airplane and related toys to the United States, Canada, Great Britain and Japan. Global interests include three major strategic business units: toys and hobby, game content, and visual content. Wingtip Toys is the manufacturer and toy licensee of some of the most popular model airplane brands in children's toys and entertainment today.",false,false,false,false,false,false,info@wingtiptoys.com,,,,1,,+32(0)2-121-30-00,true,,105,Financial,,,+32(0)2-121-30-00,,,false,false,3300,,1,2/3/2020 10:15:36 PM,1,2249000,2249000,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,WGTZU,,0,,,None,,5220883,http://www.wingtiptoys.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,5ba6e5b9-88df-e311-b8e5-6c3be5a8b200,,,,,cde3de29-62ef-e411-80eb-c4346bace124,
,,76799e6f-f691-e911-a962-000d3a37fb59,Seattle Times,,Default Value,"1000 Denny Way
Seattle, WA 98109
United States",,Seattle,United States,,,,,,,,,WA,1000 Denny Way,,,,,98109,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,43200000,43200000,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Broadcasting Printing and Publishing,,,206.464.2111,,,false,false,1000,,1,2/3/2020 10:15:36 PM,1,200000,200000,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5220869,https://www.seattletimes.com/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,b9c86b19-f691-e911-a962-000d3a37fb59,WTHR News,,Default Value,"1000 N. Meridian St.
Indianapolis, IN 46204
United States",,Indianapolis,United States,,,,,,,,,IN,1000 N. Meridian St.,,,,,46204,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,123456,123456,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Broadcasting Printing and Publishing,,,317-636-1313,,,false,false,123456,,1,2/3/2020 10:15:36 PM,1,3000000,3000000,2/3/2020 10:15:36 PM,1,,Public,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5220265,https://www.wthr.com/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,4fa0e5b9-88df-e311-b8e5-6c3be5a8b200,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,ba3925b5-4a91-e911-a961-000d3a37fb59,NBC,,Default Value,"30 Rockefeller Plaza
New York, NY 10112
United States",,New York,United States,,,,,,,,,NY,30 Rockefeller Plaza,,,,,10112,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,24350000,24350000,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Broadcasting Printing and Publishing,,,2345671234,,,false,false,5000,,1,2/3/2020 10:15:36 PM,1,1300000,1300000,2/3/2020 10:15:36 PM,1,,Public,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5220259,https://www.nbc.com/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,6513b4bc-5a98-e911-a964-000d3a37fb59,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,0c6a1118-4b91-e911-a961-000d3a37fb59,General Electric,,Default Value,"41 Farnsworth Street
Boston, MA 02210
United States",,Boston,United States,,,,,,,,,MA,41 Farnsworth Street,,,,,02210,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,97565543,97565543,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Utility Creation and Distribution,,,+001 617 443 3000,,,false,false,80000,,1,2/3/2020 10:15:36 PM,1,6000000,6000000,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,GE,,,,,None,,5220251,https://www.ge.com/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,476bcdc6-73aa-e911-a967-000d3a37fb59,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,0a892689-4991-e911-a961-000d3a37fb59,GE Transportation,,Default Value,"1001 Air Brake Avenue
Wilmerding, PA 15148
United States",,Wilmerding,United States,,,,,,,,,PA,1001 Air Brake Avenue,,,,,15148,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,12312999,12312999,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,+1 412.825.1019,true,,,Transportation,,,+1 412.825.1000,,,false,false,5000,,1,2/3/2020 10:15:36 PM,1,2355000,2355000,2/3/2020 10:15:36 PM,1,,,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5220250,http://www.getransportation.com/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,0c5661eb-4891-e911-a961-000d3a37fb59,GE Capital Aviation Services (Moscow),,Default Value,"Presnenskaya nab., 10,
Moscow
Russia
123112",,Moscow,Russia,,,,,,,,,,"Presnenskaya nab., 10,",,,,,123112,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,345788865,345788865,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Financial,,,+7 495 739 6811,,,false,false,1000,,1,2/3/2020 10:15:36 PM,1,12345645,12345645,2/3/2020 10:15:36 PM,1,,Public,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5220249,https://www.gecapital.com/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,cde3de29-62ef-e411-80eb-c4346bace124,
,,361ca42e-ea91-e911-a962-000d3a37fb59,Premier Ford of Bay Ridge,,Default Value,"612 86th St
Brooklyn, NY 11228
United States",,Brooklyn,United States,,,,,,,,,NY,612 86th St,,,,,11228,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,34598000,34598000,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Service Retail,,,(347) 578-7900,,,false,false,200,,1,2/3/2020 10:15:36 PM,1,3100000,3100000,2/3/2020 10:15:36 PM,1,,Private,false,,,Any,,,,,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5220247,http://premierfordofbayridge.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,4bdc2a75-4891-e911-a961-000d3a37fb59,Ford Motor Company,,Default Value,"P.O. Box 542000
Omaha, NE 68154
United States",,Omaha,United States,,,,,,,,,NE,P.O. Box 542000,,,,,68154,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,33336660,33336660,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Vehicle Retail,,,(800) 392-3673,,,false,false,60000,,1,2/3/2020 10:15:36 PM,1,2000000,2000000,2/3/2020 10:15:36 PM,1,,Public,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,F,,,,,None,,5220246,https://www.ford.com/,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,28bdabdd-5598-e911-a964-000d3a37fb59,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,97265306-4791-e911-a961-000d3a37fb59,Ford Motor Credit Company,,Default Value,"One American Road
Dearborn, MI 48126
United States",,Dearborn,United States,,,,,,,,,MI,One American Road,,,,,48126,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,32452357,32452357,Default Value,,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,,Vehicle Retail,,,313-322-3000,,,false,false,2000,,1,2/3/2020 10:15:36 PM,1,2351456,2351456,2/3/2020 10:15:36 PM,1,,Public,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,5220245,https://www.credit.ford.com,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,13210a8e-5498-e911-a964-000d3a37fb59,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,be342a17-b5b4-e911-a96a-000d3a37fb59,Contoso Digital,,Default Value,"189 Rue de Saint- Genès
33000 Bordeaux
France",,Bordeaux,France,,,,,,,,,,189 Rue de Saint- Genès,,,,,33000,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,,,Default Value,,Default Value,false,,,Default Value,,Contoso digital supplies world class electronics in entire France.,false,false,false,false,false,false,,,,,0.946765,,,true,,,Entertainment Retail,,,,,,false,false,,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,4878094,https://www.contosodigital.com,,,,,ef270b18-0c74-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,8c6788f3-b4b4-e911-a96a-000d3a37fb59,,,,,0f611509-b3b4-e911-a96a-000d3a37fb59,
,,ef0bb42e-d4b3-e911-a96a-000d3a37fb59,Contoso Automotives,,Default Value,"59, Place de la Madeleine
75011 Paris
France",,Paris,France,,,,,,,,,,"59, Place de la Madeleine",,,,,75011,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,10000000,10562283.14,Default Value,,Default Value,false,,,Default Value,,Contoso Automotives is a company for selling world class electronic vehicles in France.,false,false,false,false,false,false,,,,,0.946765,,,true,,,Vehicle Retail,,,1239872345,,,false,false,1000,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,,,Any,,,,00000000-0000-0000-0000-000000000000,,false,,Default Value,,Active,Active,,false,,,,Default Value,,,,,,None,,4877893,https://www.contosoautomotives.com,,,,,ef270b18-0c74-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,e2079c5b-d3b3-e911-a96a-000d3a37fb59,,,,,0f611509-b3b4-e911-a96a-000d3a37fb59,
,,696c3f4b-1be7-e611-8101-e0071b6af231,Consolidated Messenger Integration,,Default Value,"8505 Park Meadows Center Dr
Lone Tree, CO 80124
USA",,Lone Tree,USA,,,,39.55963,-104.87288,,,,CO,8505 Park Meadows Center Dr,,,,,80124,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,50000000,50000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,303-555-0178,,,false,false,450,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,452,Active,Active,,false,,,,Default Value,,,,,,None,,3052803,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,676c3f4b-1be7-e611-8101-e0071b6af231,Consolidated Messenger Assembly,,Default Value,"600 Pine Street Suite 352
Seattle, WA 98101
USA",,Seattle,USA,,,,47.61289,-122.33531,,,,WA,600 Pine Street Suite 352,,,,,98101,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,23000000,23000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,206-555-0172,,,false,false,175,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,448,Active,Active,,false,,,,Default Value,,,,,,None,,3052802,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
,,656c3f4b-1be7-e611-8101-e0071b6af231,Consolidated Messenger Instrumentation,,Default Value,"500 Baybrook Mall
Friendswood, TX 77546
USA",,Friendswood,USA,,,,29.53928,-95.14798,,,,TX,500 Baybrook Mall,,,,,77546,,Default Value,,,,,,,,,,,,,,,,,,,,,,,,,15000000,15000000,Default Value,Standard,Default Value,false,,,Default Value,,,false,false,false,false,false,false,,,,,1,,,true,,7,,,,281-555-0117,,,false,false,45,,0,2/3/2020 10:15:36 PM,1,0,0,2/3/2020 10:15:36 PM,1,,Private,false,Net 30,,Any,,,,,,false,,Default Value,448,Active,Active,,false,,,,Default Value,,,,,,None,,3052801,,,,,,480e992f-ff73-e911-a9ba-000d3a33bcb9,,,,,def60b71-ee73-e911-a9ba-000d3a33bcb9,,,,,,,,,,,d2fa0104-62ef-e411-80eb-c4346bace124,
